2017,主管及監督人員,不動產業各業,16827,58639,56718,1921
2017,高階主管(總經理及總執行長),不動產業各業,420,155077,154356,721
2017,中階主管(經理),不動產業各業,2532,79698,78195,1503
2017,監督人員(含現場及辦公室主任_科/股長),不動產業各業,13875,51877,49843,2034
2017,專業人員,不動產業各業,4782,51264,50527,737
2017,農_林_漁_牧業專業人員,不動產業各業,20,55458,54150,1308
2017,土木及水利工程師,不動產業各業,367,73355,73121,234
2017,建築工程師(含建築師),不動產業各業,359,60770,60715,55
2017,景觀設計師,不動產業各業,11,53454,52539,915
2017,測量師及製圖師,不動產業各業,28,46044,43388,2656
2017,勞安及衛生管理人員(含工業安全管理師),不動產業各業,24,66355,64668,1687
2017,會(審)計師(含會計稽核),不動產業各業,38,69017,67941,1076
2017,財務_經濟及投資分析研究人員,不動產業各業,137,57213,57093,120
2017,人力資源管理師,不動產業各業,130,53266,52404,862
2017,廣告及行銷專業人員(含企劃),不動產業各業,2241,41334,40057,1277
2017,軟體開發及程式設計師,不動產業各業,156,57411,57357,54
2017,資料庫及網路專業人員,不動產業各業,81,56523,53691,2832
2017,技術員及助理專業人員,不動產業各業,42006,40331,37489,2842
2017,營建工程技術員(含建築_土木_景觀_測量_水利),不動產業各業,5209,49310,47946,1364
2017,電機技術員,不動產業各業,204,52588,52025,563
2017,農業技術及農業推廣人員,不動產業各業,317,58577,54013,4564
2017,會計人員,不動產業各業,940,50208,48978,1230
2017,財物及損失鑑價人員,不動產業各業,474,46935,41466,5469
2017,工商業銷售代表(含業務員),不動產業各業,3281,39244,39040,204
2017,採購員,不動產業各業,315,48519,48253,266
2017,不動產經紀人,不動產業各業,28840,38321,34654,3667
2017,專業秘書,不動產業各業,922,38500,38088,412
2017,資訊管理及維護技術員,不動產業各業,630,31412,31315,97
2017,事務支援人員,不動產業各業,44480,32007,30365,1642
2017,總務,不動產業各業,4338,37834,35720,2114
2017,一般辦公室事務人員(含文書),不動產業各業,22436,31108,29035,2073
2017,資料輸入人員,不動產業各業,571,21175,19905,1270
2017,收帳_收費人員(含帳款催收),不動產業各業,905,37317,33384,3933
2017,接待員及服務台事務人員,不動產業各業,1937,27966,27240,726
2017,總機人員,不動產業各業,1109,23866,22829,1037
2017,統計調查訪談人員,不動產業各業,103,31023,27355,3668
2017,會計助理_簿記_出納,不動產業各業,11332,32761,31914,847
2017,存貨事務人員,不動產業各業,303,41502,39845,1657
2017,人事事務人員,不動產業各業,1427,33220,33195,25
2017,服務及銷售工作人員,不動產業各業,4686,31438,30340,1098
2017,建築物管理員_保全及警衛人員,不動產業各業,1389,29997,28628,1369
2017,技藝_機械設備操作及組裝人員,不動產業各業,1383,40554,39102,1452
2017,園藝及農牧業生產人員,不動產業各業,31,31044,30773,271
2017,營建木作人員,不動產業各業,246,43895,43697,198
2017,電力機械裝修人員,不動產業各業,134,31999,28359,3640
2017,軌道車輛駕駛人員,不動產業各業,12,60547,51710,8837
2017,小客_貨車駕駛人員,不動產業各業,499,41565,39572,1993
2017,大客_貨車駕駛人員,不動產業各業,63,44956,39767,5189
2017,基層技術工及勞力工,不動產業各業,3090,24230,22182,2048
2017,清潔及家事工作人員(含建築清潔工),不動產業各業,2151,25210,23318,1892
2017,勞力工,不動產業各業,939,21984,19580,2404
2017,不動產開發業,不動產開發業,45885,45564,44508,1056
2017,主管及監督人員,不動產開發業,7506,69853,67940,1913
2017,高階主管(總經理及總執行長),不動產開發業,226,177336,175997,1339
2017,中階主管(經理),不動產開發業,1537,83646,81338,2308
2017,監督人員(含現場及辦公室主任_科/股長),不動產開發業,5743,61932,60102,1830
2017,專業人員,不動產開發業,1812,65850,65639,211
2017,土木及水利工程師,不動產開發業,351,73932,73687,245
2017,廣告及行銷專業人員(含企劃),不動產開發業,298,67701,67504,197
2017,資料庫及網路專業人員,不動產開發業,45,62489,57392,5097
2017,技術員及助理專業人員,不動產開發業,10864,46607,44788,1819
2017,營建工程技術員(含建築_土木_景觀_測量_水利),不動產開發業,4790,49189,47912,1277
2017,工商業銷售代表(含業務員),不動產開發業,2263,40650,40354,296
2017,採購員,不動產開發業,276,47041,46737,304
2017,不動產經紀人,不動產開發業,1725,45544,38456,7088
2017,專業秘書,不動產開發業,325,49330,48162,1168
2017,資訊管理及維護技術員,不動產開發業,156,42870,42477,393
2017,事務支援人員,不動產開發業,22228,36244,35718,526
2017,總務,不動產開發業,1602,39024,38976,48
2017,一般辦公室事務人員(含文書),不動產開發業,11471,34690,34536,154
2017,收帳_收費人員(含帳款催收),不動產開發業,308,41228,38144,3084
2017,接待員及服務台事務人員,不動產開發業,1386,29947,29934,13
2017,會計助理_簿記_出納,不動產開發業,6333,39175,37777,1398
2017,人事事務人員,不動產開發業,841,41143,41100,43
2017,服務及銷售工作人員,不動產開發業,1781,39557,39260,297
2017,建築物管理員_保全及警衛人員,不動產開發業,121,38873,34508,4365
2017,技藝_機械設備操作及組裝人員,不動產開發業,1011,42885,41872,1013
2017,營建木作人員,不動產開發業,244,43900,43701,199
2017,小客_貨車駕駛人員,不動產開發業,348,44583,42669,1914
2017,基層技術工及勞力工,不動產開發業,683,31152,30125,1027
2017,清潔及家事工作人員(含建築清潔工),不動產開發業,608,31182,30028,1154
2017,不動產經營及相關服務業,不動產經營及相關服務業,71369,35551,32843,2708
2017,主管及監督人員,不動產經營及相關服務業,9321,49609,47681,1928
2017,中階主管(經理),不動產經營及相關服務業,995,73601,73341,260
2017,監督人員(含現場及辦公室主任_科/股長),不動產經營及相關服務業,8132,44776,42598,2178
2017,專業人員,不動產經營及相關服務業,2970,42366,41307,1059
2017,農_林_漁_牧業專業人員,不動產經營及相關服務業,20,55458,54150,1308
2017,勞安及衛生管理人員(含工業安全管理師),不動產經營及相關服務業,20,65913,63888,2025
2017,會(審)計師(含會計稽核),不動產經營及相關服務業,25,60209,58573,1636
2017,財務_經濟及投資分析研究人員,不動產經營及相關服務業,56,48353,48058,295
2017,人力資源管理師,不動產經營及相關服務業,85,48346,47027,1319
2017,廣告及行銷專業人員(含企劃),不動產經營及相關服務業,1943,37290,35847,1443
2017,技術員及助理專業人員,不動產經營及相關服務業,31142,38141,34943,3198
2017,營建工程技術員(含建築_土木_景觀_測量_水利),不動產經營及相關服務業,419,50681,48327,2354
2017,電機技術員,不動產經營及相關服務業,59,52565,50618,1947
2017,農業技術及農業推廣人員,不動產經營及相關服務業,317,58577,54013,4564
2017,會計人員,不動產經營及相關服務業,340,42711,39969,2742
2017,財物及損失鑑價人員,不動產經營及相關服務業,474,46935,41466,5469
2017,不動產經紀人,不動產經營及相關服務業,27115,37861,34412,3449
2017,事務支援人員,不動產經營及相關服務業,22252,27774,25018,2756
2017,總務,不動產經營及相關服務業,2736,37137,33814,3323
2017,一般辦公室事務人員(含文書),不動產經營及相關服務業,10965,27361,23281,4080
2017,資料輸入人員,不動產經營及相關服務業,493,19701,18230,1471
2017,收帳_收費人員(含帳款催收),不動產經營及相關服務業,597,35298,30928,4370
2017,接待員及服務台事務人員,不動產經營及相關服務業,551,22981,20462,2519
2017,總機人員,不動產經營及相關服務業,922,23186,21938,1248
2017,會計助理_簿記_出納,不動產經營及相關服務業,4999,24635,24485,150
2017,存貨事務人員,不動產經營及相關服務業,303,41502,39845,1657
2017,服務及銷售工作人員,不動產經營及相關服務業,2905,26461,24871,1590
2017,建築物管理員_保全及警衛人員,不動產經營及相關服務業,1268,29150,28067,1083
2017,技藝_機械設備操作及組裝人員,不動產經營及相關服務業,372,34218,31573,2645
2017,園藝及農牧業生產人員,不動產經營及相關服務業,31,31044,30773,271
2017,電力機械裝修人員,不動產經營及相關服務業,134,31999,28359,3640
2017,軌道車輛駕駛人員,不動產經營及相關服務業,12,60547,51710,8837
2017,小客_貨車駕駛人員,不動產經營及相關服務業,151,34610,32435,2175
2017,基層技術工及勞力工,不動產經營及相關服務業,2407,22265,19928,2337
2017,清潔及家事工作人員(含建築清潔工),不動產經營及相關服務業,1543,22856,20673,2183
2017,勞力工,不動產經營及相關服務業,864,21209,18597,2612
